Engine;Device Type;Iteration;Patch generator AVG;Patch generator STD;NN input AVG;NN input STD;NN inference AVG;NN inference STD;NN output AVG;NN output STD;Patch stitcher AVG;Patch stitcher STD;Total
TensorRT;ANY1;4;20.650503;5.157491;1.344042;1.431170;1.239623;0.097625;0.017974;0.002734;0.016039;0.002275;100980.226562
TensorRT;ANY1;5;20.137091;4.690372;1.288382;1.270432;1.216542;0.083291;0.017761;0.002413;0.015828;0.001918;98411.203125
TensorRT;ANY1;6;20.108447;4.325758;1.251689;1.064605;1.211118;0.068339;0.017785;0.002351;0.015740;0.001972;98373.437500
TensorRT;ANY1;7;20.327946;4.770585;1.260592;1.117790;1.207089;0.065938;0.017831;0.002632;0.015655;0.002352;99399.937500
TensorRT;ANY1;8;20.516808;4.899572;1.288794;1.286727;1.726581;0.676027;0.017647;0.002869;0.015822;0.002803;100417.140625
TensorRT;ANY1;9;20.576411;5.155155;1.328729;1.419795;1.744066;0.497562;0.018173;0.002783;0.016200;0.002475;100701.539062
TensorRT;ANY1;10;20.671953;5.052552;1.324397;1.123395;1.279674;0.301519;0.017783;0.002849;0.016182;0.002627;101036.851562
TensorFlowCUDA;ANY0;1;21.031798;5.118111;1.488646;1.382929;9.196169;5.202223;0.022001;0.003913;0.017915;0.002993;102610.156250
TensorFlowCUDA;ANY0;2;20.903745;4.858968;1.438351;1.459539;9.228602;4.394614;0.022120;0.003683;0.017647;0.002985;102032.257812
TensorFlowCUDA;ANY0;3;21.128387;5.183087;1.415231;1.413547;9.108386;4.516595;0.022774;0.004026;0.017692;0.002819;103082.867188
TensorFlowCUDA;ANY0;4;21.001129;5.064820;1.417076;1.305066;9.152925;4.321236;0.022968;0.004192;0.017860;0.003224;102446.812500
TensorFlowCUDA;ANY0;5;21.272406;5.415624;1.425227;1.469711;9.074041;4.262359;0.023407;0.003983;0.017867;0.003213;103807.093750
TensorFlowCUDA;ANY0;6;21.165857;5.498821;1.473501;2.106730;9.209788;4.390251;0.023201;0.004128;0.017952;0.003073;103380.867188
TensorFlowCUDA;ANY0;7;21.063848;5.544535;1.465939;2.590991;9.084624;4.229416;0.022548;0.004175;0.017855;0.003173;102775.109375
TensorFlowCUDA;ANY0;8;23.413330;9.202712;1.708774;2.283686;10.596849;5.554302;0.024615;0.010764;0.018878;0.006785;114194.593750
TensorFlowCUDA;ANY0;9;20.731295;4.728545;1.378895;1.278804;9.214119;4.220094;0.022136;0.003506;0.017256;0.002712;101169.218750
TensorFlowCUDA;ANY0;10;20.955829;5.091186;1.411827;1.295917;9.089451;4.506253;0.022194;0.003583;0.017564;0.002828;102259.664062
OpenVINO;CPU;1;29.550087;4.622477;1.344616;1.012214;16.700096;2.596076;0.020088;0.004358;0.014543;0.075257;144282.156250
OpenVINO;CPU;2;29.739274;4.780247;1.363492;1.117246;16.746407;2.526511;0.019949;0.004327;0.013589;0.003966;145182.250000
OpenVINO;CPU;3;29.653651;4.724814;1.366344;1.123995;16.640462;2.363744;0.020780;0.063163;0.013534;0.003620;144777.375000
OpenVINO;CPU;4;29.651762;4.701305;1.351014;1.031598;16.641029;2.457485;0.019932;0.004134;0.013422;0.003757;144877.515625
OpenVINO;CPU;5;29.741234;4.909984;1.384029;1.405971;16.646108;2.470757;0.019967;0.004233;0.013541;0.003626;145195.281250
OpenVINO;CPU;6;29.793881;4.819140;1.366535;1.183031;16.677564;2.536975;0.020147;0.004492;0.013640;0.003793;145445.250000
OpenVINO;CPU;7;29.741579;4.966082;1.364567;1.207913;16.643185;2.388040;0.020378;0.004342;0.013504;0.003633;145286.093750
OpenVINO;CPU;8;29.612960;4.825010;1.381366;1.299124;16.613525;2.476477;0.019921;0.004458;0.013644;0.003730;144653.468750
OpenVINO;CPU;9;29.716840;4.982719;1.375422;1.175800;16.606618;2.517719;0.019861;0.004245;0.013633;0.004118;145142.203125
OpenVINO;CPU;10;29.746368;4.759439;1.359855;1.200156;16.656742;2.475918;0.019787;0.004469;0.013739;0.004028;145259.156250
TensorFlowCPU;ANY;1;33.865069;5.065245;1.083929;1.249724;35.331621;3.716801;0.017168;0.001477;0.011869;0.001112;175235.312500
TensorFlowCPU;ANY;2;34.053101;5.160796;1.050914;1.200739;34.445316;3.533455;0.017802;0.002386;0.011890;0.001018;170576.328125
TensorFlowCPU;ANY;3;33.927866;5.071337;1.088690;1.183769;35.234403;3.439039;0.017159;0.002210;0.011832;0.001866;174699.015625
TensorFlowCPU;ANY;4;33.932946;5.112176;1.086911;1.342563;34.960901;3.455223;0.017570;0.002184;0.011845;0.001209;173236.187500
TensorFlowCPU;ANY;5;33.914091;5.091596;1.097725;1.275369;35.234570;3.548938;0.018186;0.001480;0.011963;0.002424;175099.843750
TensorFlowCPU;ANY;6;33.992564;5.140653;1.147380;1.390414;35.723343;3.816064;0.018517;0.001532;0.011901;0.001918;177274.062500
TensorFlowCPU;ANY;7;34.034234;5.088068;1.148874;1.193476;36.591287;4.039574;0.017025;0.002379;0.012103;0.004304;181640.046875
TensorFlowCPU;ANY;8;34.014002;5.098224;1.181959;1.390570;36.534274;4.180318;0.017602;0.001851;0.012043;0.002189;181298.656250
TensorFlowCPU;ANY;9;33.905437;5.038858;1.112551;1.252197;35.592034;3.772024;0.017336;0.002903;0.011866;0.002091;176400.390625
TensorFlowCPU;ANY;10;33.986554;5.027967;1.141708;1.246728;35.944229;3.531701;0.017313;0.001582;0.011884;0.001529;178198.046875
